Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
175,1,106.3,3,4,2,342,Loyal Customers
404,1,237.0,1,4,4,144,Others
370,1,219.87,2,4,4,244,Others
382,1,55.1,2,4,1,241,Others
319,1,89.67,2,4,2,242,Others
497,1,271.2,1,4,4,144,Others
593,1,93.48,1,4,2,142,Others
289,1,56.95,2,4,1,241,Others
459,1,36.72,1,4,1,141,Others
155,1,57.13,4,4,1,441,Loyal Customers
272,1,146.46,2,4,3,243,Others
312,1,72.14,2,4,2,242,Others
191,1,56.44,3,4,1,341,Loyal Customers
144,1,124.92,4,4,3,443,Loyal Customers
178,1,66.31,3,4,2,342,Loyal Customers
651,1,19.62,1,4,1,141,Others
233,1,215.14,3,4,4,344,Loyal Customers
120,1,1442.79,4,4,4,444,Champions
326,1,310.2,2,4,4,244,Others
90,1,226.26,4,4,4,444,Champions
207,1,292.24,3,4,4,344,Loyal Customers
203,1,169.45999999999998,3,4,3,343,Loyal Customers
191,1,83.57,3,4,2,342,Loyal Customers
266,1,73.15,3,4,2,342,Loyal Customers
288,1,144.08,2,4,3,243,Others
262,1,160.54,3,4,3,343,Loyal Customers
534,1,121.63,1,4,3,143,Others
109,1,38.41,4,4,1,441,Loyal Customers
461,2,83.21000000000001,1,4,2,142,Others
124,1,63.46,4,4,2,442,Loyal Customers
274,1,45.09,2,4,1,241,Others
284,1,35.0,2,4,1,241,Others
522,1,44.75,1,4,1,141,Others
231,1,69.52,3,4,2,342,Loyal Customers
323,1,38.72,2,4,1,241,Others
115,1,39.28,4,4,1,441,Loyal Customers
511,1,116.45,1,4,3,143,Others
252,1,97.88,3,4,2,342,Loyal Customers
618,1,161.08,1,4,3,143,Others
277,1,67.5,2,4,2,242,Others
97,1,54.44,4,4,1,441,Loyal Customers
349,1,41.06,2,4,1,241,Others
83,1,133.33,4,4,3,443,Loyal Customers
324,1,365.37,2,4,4,244,Others
460,1,275.72,1,4,4,144,Others
429,1,528.7,1,4,4,144,Others
431,1,26.77,1,4,1,141,Others
489,1,65.59,1,4,2,142,Others
144,1,212.25,4,4,4,444,Champions
317,1,76.08,2,4,2,242,Others
241,1,340.29,3,4,4,344,Loyal Customers
258,1,67.5,3,4,2,342,Loyal Customers
105,1,208.63,4,4,4,444,Champions
194,1,79.44,3,4,2,342,Loyal Customers
586,1,94.88,1,4,2,142,Others
434,1,126.02,1,4,3,143,Others
313,1,48.15,2,4,1,241,Others
113,1,81.72,4,4,2,442,Loyal Customers
497,1,196.92,1,4,4,144,Others
242,1,62.59,3,4,1,341,Loyal Customers
411,1,150.75,1,4,3,143,Others
378,1,144.99,2,4,3,243,Others
210,1,332.89,3,4,4,344,Loyal Customers
231,1,218.45,3,4,4,344,Loyal Customers
236,1,97.72,3,4,2,342,Loyal Customers
221,1,58.74,3,4,1,341,Loyal Customers
425,1,178.35,1,4,3,143,Others
88,1,39.75,4,4,1,441,Loyal Customers
247,1,210.11,3,4,4,344,Loyal Customers
358,1,328.82,2,4,4,244,Others
504,1,84.59,1,4,2,142,Others
421,1,33.24,1,4,1,141,Others
108,1,62.65,4,4,1,441,Loyal Customers
211,1,340.07,3,4,4,344,Loyal Customers
96,1,158.07,4,4,3,443,Loyal Customers
467,1,110.9,1,4,3,143,Others
184,1,38.13,3,4,1,341,Loyal Customers
235,1,20.45,3,4,1,341,Loyal Customers
181,1,57.79,3,4,1,341,Loyal Customers
278,1,35.0,2,4,1,241,Others
244,1,337.83,3,4,4,344,Loyal Customers
450,1,70.0,1,4,2,142,Others
266,1,97.0,3,4,2,342,Loyal Customers
174,1,190.06,3,4,4,344,Loyal Customers
211,1,110.08,3,4,3,343,Loyal Customers
254,1,45.14,3,4,1,341,Loyal Customers
115,1,107.44,4,4,2,442,Loyal Customers
51,1,82.14,4,4,2,442,Loyal Customers
162,1,152.58,4,4,3,443,Loyal Customers
185,1,123.21,3,4,3,343,Loyal Customers
293,1,64.0,2,4,2,242,Others
156,1,36.78,4,4,1,441,Loyal Customers
405,1,252.42,1,4,4,144,Others
251,1,32.59,3,4,1,341,Loyal Customers
285,1,35.05,2,4,1,241,Others
568,1,305.19,1,4,4,144,Others
122,1,48.21,4,4,1,441,Loyal Customers
395,1,84.85,2,4,2,242,Others
163,1,58.23,4,4,1,441,Loyal Customers
234,1,55.4,3,4,1,341,Loyal Customers
248,1,115.84,3,4,3,343,Loyal Customers
127,2,287.46,4,4,4,444,Champions
167,1,149.86,3,4,3,343,Loyal Customers
251,1,42.91,3,4,1,341,Loyal Customers
90,1,312.92,4,4,4,444,Champions
545,1,92.13,1,4,2,142,Others
188,1,105.7,3,4,2,342,Loyal Customers
335,1,175.87,2,4,3,243,Others
243,1,86.73,3,4,2,342,Loyal Customers
461,1,298.4,1,4,4,144,Others
426,1,19.78,1,4,1,141,Others
83,1,68.44,4,4,2,442,Loyal Customers
424,1,125.23,1,4,3,143,Others
325,1,38.01,2,4,1,241,Others
275,1,31.38,2,4,1,241,Others
363,1,86.15,2,4,2,242,Others
123,1,29.21,4,4,1,441,Loyal Customers
367,1,233.64,2,4,4,244,Others
72,1,43.34,4,4,1,441,Loyal Customers
140,1,236.36,4,4,4,444,Champions
393,1,115.0,2,4,3,243,Others
101,1,74.01,4,4,2,442,Loyal Customers
429,1,81.98,1,4,2,142,Others
56,1,126.94,4,4,3,443,Loyal Customers
149,1,28.45,4,4,1,441,Loyal Customers
573,1,29.51,1,4,1,141,Others
71,1,109.86,4,4,3,443,Loyal Customers
168,1,174.97,3,4,3,343,Loyal Customers
103,1,54.74,4,4,1,441,Loyal Customers
198,1,70.12,3,4,2,342,Loyal Customers
58,1,123.51,4,4,3,443,Loyal Customers
136,1,152.88,4,4,3,443,Loyal Customers
428,1,155.14,1,4,3,143,Others
284,1,118.93,2,4,3,243,Others
569,1,309.72,1,4,4,144,Others
210,1,72.25,3,4,2,342,Loyal Customers
431,2,60.510000000000005,1,4,1,141,Others
117,1,21.04,4,4,1,441,Loyal Customers
233,1,44.35,3,4,1,341,Loyal Customers
325,1,27.6,2,4,1,241,Others
328,1,406.16,2,4,4,244,Others
621,1,60.42,1,4,1,141,Others
285,1,130.73,2,4,3,243,Others
78,1,35.06,4,4,1,441,Loyal Customers
334,1,542.81,2,4,4,244,Others
492,1,182.44,1,4,3,143,Others
460,1,165.81,1,4,3,143,Others
378,3,575.94,2,4,4,244,Others
119,1,125.05,4,4,3,443,Loyal Customers
109,1,228.03,4,4,4,444,Champions
469,1,54.0,1,4,1,141,Others
171,1,64.23,3,4,2,342,Loyal Customers
77,1,193.46,4,4,4,444,Champions
208,3,263.8,3,4,4,344,Loyal Customers
407,1,213.67,1,4,4,144,Others
429,1,186.92,1,4,4,144,Others
114,2,169.73,4,4,3,443,Loyal Customers
557,1,78.91,1,4,2,142,Others
287,1,684.8,2,4,4,244,Others
100,1,19.29,4,4,1,441,Loyal Customers
538,1,64.09,1,4,2,142,Others
253,1,103.08,3,4,2,342,Loyal Customers
58,1,300.48,4,4,4,444,Champions
193,1,186.9,3,4,4,344,Loyal Customers
390,1,106.16,2,4,2,242,Others
187,1,65.18,3,4,2,342,Loyal Customers
277,1,134.59,2,4,3,243,Others
327,1,84.66,2,4,2,242,Others
208,1,277.48,3,4,4,344,Loyal Customers
608,1,193.45,1,4,4,144,Others
165,1,110.0,3,4,3,343,Loyal Customers
435,1,58.59,1,4,1,141,Others
160,1,341.24,4,4,4,444,Champions
308,1,92.29,2,4,2,242,Others
488,1,387.8,1,4,4,144,Others
390,1,847.32,2,4,4,244,Others
353,1,60.0,2,4,1,241,Others
170,1,27.36,3,4,1,341,Loyal Customers
205,1,33.88,3,4,1,341,Loyal Customers
155,1,63.23,4,4,2,442,Loyal Customers
524,1,126.3,1,4,3,143,Others
233,1,377.88,3,4,4,344,Loyal Customers
325,1,66.67,2,4,2,242,Others
254,1,29.09,3,4,1,341,Loyal Customers
286,1,72.75,2,4,2,242,Others
314,1,37.77,2,4,1,241,Others
545,1,57.54,1,4,1,141,Others
97,1,170.0,4,4,3,443,Loyal Customers
468,1,329.22,1,4,4,144,Others
64,1,74.3,4,4,2,442,Loyal Customers
89,1,49.03,4,4,1,441,Loyal Customers
346,1,111.32,2,4,3,243,Others
317,1,108.26,2,4,3,243,Others
393,1,134.05,2,4,3,243,Others
145,1,128.73,4,4,3,443,Loyal Customers
332,1,40.09,2,4,1,241,Others
286,1,26.35,2,4,1,241,Others
548,1,485.51,1,4,4,144,Others
479,1,59.22,1,4,1,141,Others
558,1,218.21,1,4,4,144,Others
326,1,94.21,2,4,2,242,Others
390,1,108.72,2,4,3,243,Others
78,1,216.6,4,4,4,444,Champions
267,1,106.87,3,4,2,342,Loyal Customers
604,1,686.0,1,4,4,144,Others
138,1,207.24,4,4,4,444,Champions
163,1,235.92,4,4,4,444,Champions
177,1,104.62,3,4,2,342,Loyal Customers
124,1,179.22,4,4,3,443,Loyal Customers
443,1,255.71,1,4,4,144,Others
133,1,234.5,4,4,4,444,Champions
254,1,33.99,3,4,1,341,Loyal Customers
433,1,52.37,1,4,1,141,Others
66,1,70.97,4,4,2,442,Loyal Customers
314,1,190.48,2,4,4,244,Others
384,1,56.78,2,4,1,241,Others
146,1,54.72,4,4,1,441,Loyal Customers
253,1,62.59,3,4,1,341,Loyal Customers
328,1,177.18,2,4,3,243,Others
259,1,364.99,3,4,4,344,Loyal Customers
166,1,44.78,3,4,1,341,Loyal Customers
613,1,154.54,1,4,3,143,Others
271,1,85.8,2,4,2,242,Others
141,1,144.58,4,4,3,443,Loyal Customers
178,1,142.83,3,4,3,343,Loyal Customers
87,1,63.0,4,4,1,441,Loyal Customers
126,1,211.87,4,4,4,444,Champions
306,1,133.22,2,4,3,243,Others
139,1,96.43,4,4,2,442,Loyal Customers
476,1,212.02,1,4,4,144,Others
283,1,57.43,2,4,1,241,Others
79,1,204.4,4,4,4,444,Champions
485,1,58.62,1,4,1,141,Others
366,1,86.83,2,4,2,242,Others
69,1,107.11,4,4,2,442,Loyal Customers
317,1,59.11,2,4,1,241,Others
231,1,106.95,3,4,2,342,Loyal Customers
248,1,234.05,3,4,4,344,Loyal Customers
377,1,114.46,2,4,3,243,Others
366,1,1040.01,2,4,4,244,Others
203,1,59.47,3,4,1,341,Loyal Customers
468,1,222.65,1,4,4,144,Others
455,1,47.63,1,4,1,141,Others
440,1,362.15,1,4,4,144,Others
341,1,28.09,2,4,1,241,Others
234,1,144.54,3,4,3,343,Loyal Customers
261,1,57.0,3,4,1,341,Loyal Customers
248,1,93.3,3,4,2,342,Loyal Customers
58,1,166.35,4,4,3,443,Loyal Customers
323,1,220.2,2,4,4,244,Others
91,1,328.3,4,4,4,444,Champions
273,1,132.13,2,4,3,243,Others
211,1,73.06,3,4,2,342,Loyal Customers
318,1,135.56,2,4,3,243,Others
185,1,63.22,3,4,2,342,Loyal Customers
248,1,56.92,3,4,1,341,Loyal Customers
348,1,711.07,2,4,4,244,Others
137,1,121.68,4,4,3,443,Loyal Customers
115,1,32.44,4,4,1,441,Loyal Customers
91,1,197.44,4,4,4,444,Champions
542,1,96.98,1,4,2,142,Others
302,1,37.77,2,4,1,241,Others
383,1,338.74,2,4,4,244,Others
500,1,57.7,1,4,1,141,Others
552,1,33.42,1,4,1,141,Others
155,1,72.39,4,4,2,442,Loyal Customers
70,1,73.38,4,4,2,442,Loyal Customers
193,1,31.38,3,4,1,341,Loyal Customers
562,2,100.09,1,4,2,142,Others
272,1,48.71,2,4,1,241,Others
218,1,91.01,3,4,2,342,Loyal Customers
394,1,166.69,2,4,3,243,Others
117,1,168.8,4,4,3,443,Loyal Customers
281,1,49.4,2,4,1,241,Others
202,1,57.6,3,4,1,341,Loyal Customers
78,1,94.72,4,4,2,442,Loyal Customers
631,1,29.43,1,4,1,141,Others
288,1,99.7,2,4,2,242,Others
365,1,228.62,2,4,4,244,Others
609,1,91.77,1,4,2,142,Others
299,1,681.42,2,4,4,244,Others
328,1,141.23,2,4,3,243,Others
237,1,214.99,3,4,4,344,Loyal Customers
272,1,75.07,2,4,2,242,Others
482,1,144.66,1,4,3,143,Others
57,1,87.2,4,4,2,442,Loyal Customers
260,1,86.15,3,4,2,342,Loyal Customers
458,1,53.01,1,4,1,141,Others
421,1,69.33,1,4,2,142,Others
131,1,85.04,4,4,2,442,Loyal Customers
133,1,18.89,4,4,1,441,Loyal Customers
563,1,77.16,1,4,2,142,Others
217,1,35.38,3,4,1,341,Loyal Customers
188,1,33.79,3,4,1,341,Loyal Customers
399,1,46.76,1,4,1,141,Others
73,1,104.07,4,4,2,442,Loyal Customers
610,1,107.36,1,4,2,142,Others
304,1,52.27,2,4,1,241,Others
158,1,38.13,4,4,1,441,Loyal Customers
548,1,494.42,1,4,4,144,Others
617,1,79.62,1,4,2,142,Others
492,1,71.63,1,4,2,142,Others
429,1,351.0,1,4,4,144,Others
113,1,279.92,4,4,4,444,Champions
593,1,215.86,1,4,4,144,Others
131,1,64.28,4,4,2,442,Loyal Customers
262,1,138.6,3,4,3,343,Loyal Customers
329,1,49.99,2,4,1,241,Others
58,1,78.98,4,4,2,442,Loyal Customers
175,1,99.9,3,4,2,342,Loyal Customers
416,1,58.17,1,4,1,141,Others
316,1,32.38,2,4,1,241,Others
121,1,145.15,4,4,3,443,Loyal Customers
189,1,143.28,3,4,3,343,Loyal Customers
506,1,135.5,1,4,3,143,Others
225,1,572.64,3,4,4,344,Loyal Customers
267,1,460.84,3,4,4,344,Loyal Customers
280,1,496.89,2,4,4,244,Others
513,1,36.72,1,4,1,141,Others
125,1,96.65,4,4,2,442,Loyal Customers
328,1,73.74,2,4,2,242,Others
447,1,48.69,1,4,1,141,Others
583,1,483.56,1,4,4,144,Others
360,1,65.0,2,4,2,242,Others
204,1,126.68,3,4,3,343,Loyal Customers
85,1,142.57,4,4,3,443,Loyal Customers
161,1,103.91,4,4,2,442,Loyal Customers
69,1,57.6,4,4,1,441,Loyal Customers
152,2,168.36,4,4,3,443,Loyal Customers
469,1,32.6,1,4,1,141,Others
268,1,50.010000000000005,3,4,1,341,Loyal Customers
206,2,156.38,3,4,3,343,Loyal Customers
353,1,267.9,2,4,4,244,Others
326,1,31.09,2,4,1,241,Others
465,1,29.47,1,4,1,141,Others
196,1,314.54,3,4,4,344,Loyal Customers
740,1,76.51,1,4,2,142,Others
268,1,88.2,3,4,2,342,Loyal Customers
570,1,139.42,1,4,3,143,Others
104,1,78.11,4,4,2,442,Loyal Customers
528,1,83.41,1,4,2,142,Others
220,1,196.98,3,4,4,344,Loyal Customers
367,1,176.87,2,4,3,243,Others
84,1,99.46,4,4,2,442,Loyal Customers
89,1,97.66,4,4,2,442,Loyal Customers
280,1,142.11,2,4,3,243,Others
260,1,163.85,3,4,3,343,Loyal Customers
127,1,40.39,4,4,1,441,Loyal Customers
91,2,314.14,4,4,4,444,Champions
327,1,137.32,2,4,3,243,Others
532,1,25.95,1,4,1,141,Others
448,1,32.43,1,4,1,141,Others
535,1,91.07,1,4,2,142,Others
279,1,205.4,2,4,4,244,Others
310,1,417.54,2,4,4,244,Others
91,1,171.34,4,4,3,443,Loyal Customers
104,1,163.38,4,4,3,443,Loyal Customers
335,1,226.46,2,4,4,244,Others
267,1,83.3,3,4,2,342,Loyal Customers
138,1,435.65,4,4,4,444,Champions
494,1,153.01,1,4,3,143,Others
152,1,134.71,4,4,3,443,Loyal Customers
408,1,174.86,1,4,3,143,Others
114,1,71.91,4,4,2,442,Loyal Customers
568,1,73.92,1,4,2,142,Others
317,1,134.59,2,4,3,243,Others
233,1,67.11,3,4,2,342,Loyal Customers
156,1,566.09,4,4,4,444,Champions
530,1,30.42,1,4,1,141,Others
492,1,63.11,1,4,1,141,Others
303,1,105.27,2,4,2,242,Others
105,1,45.45,4,4,1,441,Loyal Customers
143,1,98.52,4,4,2,442,Loyal Customers
520,1,314.7,1,4,4,144,Others
480,1,72.76,1,4,2,142,Others
442,1,126.26,1,4,3,143,Others
127,1,72.46,4,4,2,442,Loyal Customers
164,1,117.37,4,4,3,443,Loyal Customers
552,1,45.04,1,4,1,141,Others
121,1,175.96,4,4,3,443,Loyal Customers
187,1,63.13,3,4,2,342,Loyal Customers
184,1,95.27,3,4,2,342,Loyal Customers
112,1,70.89,4,4,2,442,Loyal Customers
450,1,56.01,1,4,1,141,Others
464,1,87.64,1,4,2,142,Others
155,1,228.52,4,4,4,444,Champions
326,1,756.49,2,4,4,244,Others
202,1,166.82,3,4,3,343,Loyal Customers
140,1,90.27,4,4,2,442,Loyal Customers
177,1,426.94,3,4,4,344,Loyal Customers
468,1,167.29,1,4,3,143,Others
469,1,141.5,1,4,3,143,Others
310,1,87.64,2,4,2,242,Others
608,1,1094.37,1,4,4,144,Others
352,1,77.57,2,4,2,242,Others
568,1,88.83,1,4,2,142,Others
539,1,111.4,1,4,3,143,Others
395,1,55.0,2,4,1,241,Others
101,1,118.65,4,4,3,443,Loyal Customers
116,1,59.81,4,4,1,441,Loyal Customers
517,1,70.0,1,4,2,142,Others
169,1,149.3,3,4,3,343,Loyal Customers
165,1,385.67,3,4,4,344,Loyal Customers
283,1,29.33,2,4,1,241,Others
160,1,37.61,4,4,1,441,Loyal Customers
493,1,97.88,1,4,2,142,Others
372,1,819.35,2,4,4,244,Others
64,1,283.53,4,4,4,444,Champions
165,1,122.69,3,4,3,343,Loyal Customers
232,1,477.71,3,4,4,344,Loyal Customers
185,1,308.9,3,4,4,344,Loyal Customers
250,1,61.01,3,4,1,341,Loyal Customers
185,1,161.1,3,4,3,343,Loyal Customers
158,1,98.34,4,4,2,442,Loyal Customers
281,1,67.5,2,4,2,242,Others
397,1,186.49,2,4,4,244,Others
243,1,109.9,3,4,3,343,Loyal Customers
98,1,87.48,4,4,2,442,Loyal Customers
249,1,57.68,3,4,1,341,Loyal Customers
464,1,55.0,1,4,1,141,Others
192,2,99.67000000000002,3,4,2,342,Loyal Customers
288,1,67.44,2,4,2,242,Others
86,1,50.03,4,4,1,441,Loyal Customers
336,1,43.71,2,4,1,241,Others
580,1,70.3,1,4,2,142,Others
274,1,117.17,2,4,3,243,Others
289,1,90.73,2,4,2,242,Others
64,1,158.68,4,4,3,443,Loyal Customers
328,1,32.78,2,4,1,241,Others
259,1,49.4,3,4,1,341,Loyal Customers
300,1,39.0,2,4,1,241,Others
232,1,169.49,3,4,3,343,Loyal Customers
392,1,791.76,2,4,4,244,Others
339,1,50.0,2,4,1,241,Others
362,1,186.85,2,4,4,244,Others
328,1,172.3,2,4,3,243,Others
328,1,82.73,2,4,2,242,Others
246,1,44.09,3,4,1,341,Loyal Customers
185,1,83.75,3,4,2,342,Loyal Customers
468,1,117.94,1,4,3,143,Others
424,1,64.08,1,4,2,142,Others
427,1,92.2,1,4,2,142,Others
549,1,76.74,1,4,2,142,Others
233,1,37.48,3,4,1,341,Loyal Customers
234,1,113.44,3,4,3,343,Loyal Customers
175,1,102.53,3,4,2,342,Loyal Customers
160,1,60.93,4,4,1,441,Loyal Customers
79,1,183.77,4,4,4,444,Champions
627,1,86.9,1,4,2,142,Others
151,1,255.52,4,4,4,444,Champions
165,1,78.72,3,4,2,342,Loyal Customers
453,2,110.97,1,4,3,143,Others
473,1,53.36,1,4,1,141,Others
244,1,186.27,3,4,4,344,Loyal Customers
128,1,35.69,4,4,1,441,Loyal Customers
112,1,113.45,4,4,3,443,Loyal Customers
167,1,146.42,3,4,3,343,Loyal Customers
492,1,75.17,1,4,2,142,Others
539,1,72.41,1,4,2,142,Others
79,1,95.56,4,4,2,442,Loyal Customers
169,1,103.59,3,4,2,342,Loyal Customers
575,1,637.81,1,4,4,144,Others
396,1,62.23,2,4,1,241,Others
374,2,287.8,2,4,4,244,Others
111,1,70.12,4,4,2,442,Loyal Customers
187,1,219.18,3,4,4,344,Loyal Customers
309,1,38.38,2,4,1,241,Others
227,1,65.36,3,4,2,342,Loyal Customers
258,1,109.71,3,4,3,343,Loyal Customers
615,1,38.72,1,4,1,141,Others
325,1,74.36,2,4,2,242,Others
469,1,120.19,1,4,3,143,Others
81,1,65.34,4,4,2,442,Loyal Customers
154,1,177.83,4,4,3,443,Loyal Customers
195,1,93.5,3,4,2,342,Loyal Customers
86,1,198.48,4,4,4,444,Champions
394,1,51.48,2,4,1,241,Others
153,1,204.46,4,4,4,444,Champions
309,1,209.86,2,4,4,244,Others
59,1,97.44,4,4,2,442,Loyal Customers
522,1,41.09,1,4,1,141,Others
380,1,146.29,2,4,3,243,Others
93,1,113.89,4,4,3,443,Loyal Customers
216,1,53.7,3,4,1,341,Loyal Customers
330,1,140.0,2,4,3,243,Others
154,1,21.38,4,4,1,441,Loyal Customers
327,1,217.84,2,4,4,244,Others
268,1,69.84,3,4,2,342,Loyal Customers
105,1,37.46,4,4,1,441,Loyal Customers
68,1,32.43,4,4,1,441,Loyal Customers
254,1,132.48,3,4,3,343,Loyal Customers
158,1,328.32,4,4,4,444,Champions
472,1,28.0,1,4,1,141,Others
138,1,93.06,4,4,2,442,Loyal Customers
91,1,129.87,4,4,3,443,Loyal Customers
377,1,98.8,2,4,2,242,Others
511,1,26.77,1,4,1,141,Others
147,1,248.57,4,4,4,444,Champions
471,1,78.68,1,4,2,142,Others
441,1,367.56,1,4,4,144,Others
127,1,330.36,4,4,4,444,Champions
239,1,99.09,3,4,2,342,Loyal Customers
258,1,90.82,3,4,2,342,Loyal Customers
192,1,56.23,3,4,1,341,Loyal Customers
426,1,65.88,1,4,2,142,Others
468,1,327.66,1,4,4,144,Others
511,1,123.99,1,4,3,143,Others
107,1,160.44,4,4,3,443,Loyal Customers
190,1,47.37,3,4,1,341,Loyal Customers
303,1,28.4,2,4,1,241,Others
245,2,66.36,3,4,2,342,Loyal Customers
220,1,155.99,3,4,3,343,Loyal Customers
543,1,55.95,1,4,1,141,Others
213,1,71.78,3,4,2,342,Loyal Customers
150,1,67.23,4,4,2,442,Loyal Customers
304,1,243.71,2,4,4,244,Others
366,1,810.13,2,4,4,244,Others
352,1,419.88,2,4,4,244,Others
346,1,43.1,2,4,1,241,Others
316,1,359.19,2,4,4,244,Others
358,1,35.1,2,4,1,241,Others
440,1,72.74,1,4,2,142,Others
519,1,206.99,1,4,4,144,Others
185,1,165.52,3,4,3,343,Loyal Customers
325,1,195.51,2,4,4,244,Others
319,1,121.09,2,4,3,243,Others
92,1,37.23,4,4,1,441,Loyal Customers
271,1,119.5,2,4,3,243,Others
157,1,35.19,4,4,1,441,Loyal Customers
222,1,324.74,3,4,4,344,Loyal Customers
160,1,162.19,4,4,3,443,Loyal Customers
442,1,193.45,1,4,4,144,Others
213,1,488.15,3,4,4,344,Loyal Customers
266,1,112.8,3,4,3,343,Loyal Customers
621,1,124.84,1,4,3,143,Others
232,1,143.12,3,4,3,343,Loyal Customers
77,1,151.42,4,4,3,443,Loyal Customers
84,1,150.54,4,4,3,443,Loyal Customers
63,1,158.77,4,4,3,443,Loyal Customers
546,1,154.72,1,4,3,143,Others
233,1,71.53,3,4,2,342,Loyal Customers
385,1,59.01,2,4,1,241,Others
123,1,76.25,4,4,2,442,Loyal Customers
165,1,47.75,3,4,1,341,Loyal Customers
156,1,183.63,4,4,4,444,Champions
237,1,222.68,3,4,4,344,Loyal Customers
237,1,79.81,3,4,2,342,Loyal Customers
95,1,290.72,4,4,4,444,Champions
353,1,125.75,2,4,3,243,Others
327,1,83.56,2,4,2,242,Others
287,1,27.0,2,4,1,241,Others
111,1,40.25,4,4,1,441,Loyal Customers
506,1,40.75,1,4,1,141,Others
214,1,148.39,3,4,3,343,Loyal Customers
93,1,134.18,4,4,3,443,Loyal Customers
174,1,267.65,3,4,4,344,Loyal Customers
511,2,125.14,1,4,3,143,Others
351,1,125.16,2,4,3,243,Others
257,2,361.67,3,4,4,344,Loyal Customers
307,1,175.56,2,4,3,243,Others
458,1,354.59,1,4,4,144,Others
274,1,786.5,2,4,4,244,Others
156,1,133.71,4,4,3,443,Loyal Customers
391,1,116.85,2,4,3,243,Others
173,1,76.39,3,4,2,342,Loyal Customers
525,1,143.92,1,4,3,143,Others
295,1,67.5,2,4,2,242,Others
311,1,79.72,2,4,2,242,Others
190,1,86.78,3,4,2,342,Loyal Customers
430,1,47.75,1,4,1,141,Others
221,1,169.87,3,4,3,343,Loyal Customers
450,1,76.73,1,4,2,142,Others
168,1,161.27,3,4,3,343,Loyal Customers
152,1,247.62,4,4,4,444,Champions
354,1,218.35,2,4,4,244,Others
101,1,203.05,4,4,4,444,Champions
353,1,102.87,2,4,2,242,Others
185,1,67.33,3,4,2,342,Loyal Customers
522,1,105.06,1,4,2,142,Others
313,1,64.1,2,4,2,242,Others
328,1,74.33,2,4,2,242,Others
115,1,42.86,4,4,1,441,Loyal Customers
262,1,63.1,3,4,1,341,Loyal Customers
561,1,106.19,1,4,2,142,Others
80,1,16.38,4,4,1,441,Loyal Customers
79,1,140.47,4,4,3,443,Loyal Customers
169,1,151.91,3,4,3,343,Loyal Customers
239,1,37.09,3,4,1,341,Loyal Customers
276,1,54.13,2,4,1,241,Others
174,1,203.71,3,4,4,344,Loyal Customers
436,1,142.46,1,4,3,143,Others
335,1,183.79,2,4,4,244,Others
498,1,148.28,1,4,3,143,Others
402,1,39.1,1,4,1,141,Others
91,1,184.15,4,4,4,444,Champions
68,1,135.93,4,4,3,443,Loyal Customers
109,1,288.76,4,4,4,444,Champions
63,1,51.12,4,4,1,441,Loyal Customers
280,1,45.48,2,4,1,241,Others
180,1,123.15,3,4,3,343,Loyal Customers
134,1,28.13,4,4,1,441,Loyal Customers
576,1,639.9,1,4,4,144,Others
130,1,171.0,4,4,3,443,Loyal Customers
502,1,27.77,1,4,1,141,Others
231,1,61.75,3,4,1,341,Loyal Customers
117,1,112.09,4,4,3,443,Loyal Customers
241,1,60.72,3,4,1,341,Loyal Customers
266,1,89.65,3,4,2,342,Loyal Customers
65,1,87.81,4,4,2,442,Loyal Customers
568,1,175.39,1,4,3,143,Others
496,1,232.27,1,4,4,144,Others
328,1,129.66,2,4,3,243,Others
359,1,106.9,2,4,2,242,Others
81,1,253.18,4,4,4,444,Champions
307,1,89.15,2,4,2,242,Others
188,1,64.44,3,4,2,342,Loyal Customers
330,1,176.71,2,4,3,243,Others
520,1,97.87,1,4,2,142,Others
274,1,325.54,2,4,4,244,Others
160,1,107.46,4,4,2,442,Loyal Customers
362,1,319.11,2,4,4,244,Others
288,1,92.57,2,4,2,242,Others
407,1,272.14,1,4,4,144,Others
609,2,526.85,1,4,4,144,Others
314,1,88.18,2,4,2,242,Others
342,1,133.76,2,4,3,243,Others
216,1,167.92,3,4,3,343,Loyal Customers
612,1,6929.31,1,4,4,144,Others
58,3,327.39,4,4,4,444,Champions
408,1,72.14,1,4,2,142,Others
51,1,37.46,4,4,1,441,Loyal Customers
333,1,323.82,2,4,4,244,Others
109,1,70.97,4,4,2,442,Loyal Customers
330,1,145.06,2,4,3,243,Others
437,1,207.09,1,4,4,144,Others
335,1,71.63,2,4,2,242,Others
52,1,319.89,4,4,4,444,Champions
302,1,76.36,2,4,2,242,Others
370,1,46.05,2,4,1,241,Others
479,2,741.36,1,4,4,144,Others
444,1,65.0,1,4,2,142,Others
592,1,101.14,1,4,2,142,Others
518,1,55.12,1,4,1,141,Others
504,1,71.72,1,4,2,142,Others
155,1,63.35,4,4,2,442,Loyal Customers
401,1,72.14,1,4,2,142,Others
323,1,191.23,2,4,4,244,Others
316,1,75.07,2,4,2,242,Others
111,1,74.67,4,4,2,442,Loyal Customers
169,1,38.78,3,4,1,341,Loyal Customers
568,1,75.83,1,4,2,142,Others
451,1,108.7,1,4,3,143,Others
75,1,31.22,4,4,1,441,Loyal Customers
91,1,85.65,4,4,2,442,Loyal Customers
511,1,52.59,1,4,1,141,Others
162,2,375.64,4,4,4,444,Champions
